,8X in next 2 results,18X in next 4 results,28X in next 7 results,38X in next 9 results,48X in next 12 results,58X in next 14 results,68X in next 17 results,78X in next 19 results,88X in next 22 results,98X in next 24 results,108X in next 27 results,118X in next 29 results,128X in next 32 results,138X in next 34 results
"['""1""', '""5""', '""CoinFlip""', '""Pachinko""']",0.3233333333333333,0.25842696629213485,0.18309859154929578,0.1834862385321101,0.1411764705882353,0.11904761904761904,0.08108108108108109,0.06060606060606061,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
"['""2""', '""5""', '""CoinFlip""', '""Pachinko""']",0.3315954118873827,0.2670157068062827,0.17307692307692307,0.18487394957983194,0.12643678160919541,0.11627906976744186,0.07894736842105263,0.058823529411764705,0.03225806451612903,0.0,0.0,0.0,0.0,0.0
"['""1""', '""10""', '""CoinFlip""', '""Pachinko""']",0.381570408825438,0.2737430167597765,0.2331288343558282,0.225,0.18181818181818182,0.10869565217391304,0.04878048780487805,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
"['""2""', '""10""', '""CoinFlip""', '""Pachinko""']",0.39875,0.2916666666666667,0.21468926553672316,0.2153846153846154,0.16666666666666666,0.1276595744680851,0.09523809523809523,0.08571428571428572,0.0625,0.03225806451612903,0.0,0.0,0.0,0.0
"['""5""', '""10""', '""CoinFlip""', '""Pachinko""']",0.40126182965299684,0.2963917525773196,0.23391812865497075,0.20833333333333334,0.17045454545454544,0.14583333333333334,0.09302325581395349,0.05714285714285714,0.03125,0.0,0.0,0.0,0.0,0.0
"['""1""', '""2""', '""5""', '""CashHunt""']",0.28406169665809766,0.2595281306715064,0.1951219512195122,0.18571428571428572,0.14,0.14285714285714285,0.09523809523809523,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
"['""1""', '""2""', '""10""', '""CashHunt""']",0.3389711064129669,0.26763110307414106,0.1650485436893204,0.14814814814814814,0.09433962264150944,0.09375,0.04,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
"['""1""', '""5""', '""10""', '""CashHunt""']",0.35113960113960113,0.2764811490125673,0.2268041237113402,0.16901408450704225,0.11764705882352941,0.12121212121212122,0.07692307692307693,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
"['""2""', '""5""', '""10""', '""CashHunt""']",0.37799043062200954,0.3018867924528302,0.2072072072072072,0.18518518518518517,0.1320754716981132,0.14705882352941177,0.07407407407407407,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
"['""1""', '""2""', '""CoinFlip""', '""CashHunt""']",0.3349282296650718,0.2875605815831987,0.18181818181818182,0.19090909090909092,0.13253012048192772,0.11904761904761904,0.09090909090909091,0.06896551724137931,0.04,0.0,0.0,0.0,0.0,0.0
"['""1""', '""5""', '""CoinFlip""', '""CashHunt""']",0.36310679611650487,0.30658105939004815,0.1826086956521739,0.17,0.12345679012345678,0.13953488372093023,0.11764705882352941,0.06896551724137931,0.04,0.0,0.0,0.0,0.0,0.0
"['""2""', '""5""', '""CoinFlip""', '""CashHunt""']",0.36455463728191,0.3220338983050847,0.18604651162790697,0.17272727272727273,0.0963855421686747,0.1590909090909091,0.11428571428571428,0.06666666666666667,0.038461538461538464,0.0,0.0,0.0,0.0,0.0
"['""1""', '""10""', '""CoinFlip""', '""CashHunt""']",0.40155595451825254,0.3056,0.18382352941176472,0.17117117117117117,0.13095238095238096,0.10638297872340426,0.07894736842105263,0.06666666666666667,0.038461538461538464,0.0,0.0,0.0,0.0,0.0
"['""2""', '""10""', '""CoinFlip""', '""CashHunt""']",0.4144508670520231,0.3210445468509985,0.16666666666666666,0.1652892561983471,0.10465116279069768,0.125,0.07692307692307693,0.06451612903225806,0.037037037037037035,0.0,0.0,0.0,0.0,0.0
"['""5""', '""10""', '""CoinFlip""', '""CashHunt""']",0.42973760932944605,0.33893129770992364,0.19444444444444445,0.17117117117117117,0.09523809523809523,0.10204081632653061,0.075,0.06451612903225806,0.037037037037037035,0.0,0.0,0.0,0.0,0.0
"['""1""', '""2""', '""Pachinko""', '""CashHunt""']",0.34545454545454546,0.30387596899224806,0.2116788321167883,0.22608695652173913,0.16666666666666666,0.18,0.15,0.17142857142857143,0.125,0.15384615384615385,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.1111111111111111
"['""1""', '""5""', '""Pachinko""', '""CashHunt""']",0.3576086956521739,0.32819722650231126,0.24427480916030533,0.22857142857142856,0.18421052631578946,0.19607843137254902,0.17073170731707318,0.17142857142857143,0.125,0.15384615384615385,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.1111111111111111
"['""2""', '""5""', '""Pachinko""', '""CashHunt""']",0.37793667007150156,0.3437037037037037,0.22758620689655173,0.23478260869565218,0.1794871794871795,0.21153846153846154,0.16666666666666666,0.16666666666666666,0.12121212121212122,0.14814814814814814,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.1111111111111111
"['""1""', '""10""', '""Pachinko""', '""CashHunt""']",0.3920563741191544,0.3241167434715822,0.23684210526315788,0.23275862068965517,0.189873417721519,0.18181818181818182,0.15555555555555556,0.16666666666666666,0.12121212121212122,0.14814814814814814,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.1111111111111111
"['""2""', '""10""', '""Pachinko""', '""CashHunt""']",0.4104938271604938,0.3397341211225997,0.23493975903614459,0.23809523809523808,0.19753086419753085,0.23214285714285715,0.17391304347826086,0.16216216216216217,0.11764705882352941,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.1111111111111111
"['""5""', '""10""', '""Pachinko""', '""CashHunt""']",0.41993769470404985,0.35829662261380324,0.2625,0.23275862068965517,0.189873417721519,0.19298245614035087,0.14893617021276595,0.13513513513513514,0.11764705882352941,0.14285714285714285,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.1111111111111111
"['""1""', '""CoinFlip""', '""Pachinko""', '""CashHunt""']",0.4043807919123842,0.3528591352859135,0.2529411764705882,0.2482758620689655,0.2018348623853211,0.2,0.16981132075471697,0.1702127659574468,0.14285714285714285,0.11428571428571428,0.13333333333333333,0.13333333333333333,0.15384615384615385,0.1
"['""2""', '""CoinFlip""', '""Pachinko""', '""CashHunt""']",0.4117174959871589,0.3633916554508748,0.24456521739130435,0.25161290322580643,0.18018018018018017,0.19696969696969696,0.16666666666666666,0.16666666666666666,0.16279069767441862,0.1111111111111111,0.13333333333333333,0.13333333333333333,0.15384615384615385,0.1
"['""5""', '""CoinFlip""', '""Pachinko""', '""CashHunt""']",0.4272948822095857,0.3855421686746988,0.25842696629213485,0.2413793103448276,0.1834862385321101,0.19402985074626866,0.16363636363636364,0.16666666666666666,0.16279069767441862,0.1388888888888889,0.125,0.125,0.15384615384615385,0.1
"['""10""', '""CoinFlip""', '""Pachinko""', '""CashHunt""']",0.46047008547008544,0.37917222963951935,0.2613065326633166,0.2564102564102564,0.20535714285714285,0.18309859154929578,0.15254237288135594,0.14285714285714285,0.13636363636363635,0.10810810810810811,0.13333333333333333,0.13333333333333333,0.15384615384615385,0.1
"['""1""', '""2""', '""5""', '""CrazyBonus""']",0.26666666666666666,0.22955974842767296,0.18478260869565216,0.14414414414414414,0.11940298507462686,0.06451612903225806,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"['""1""', '""2""', '""10""', '""CrazyBonus""']",0.3285953177257525,0.25625,0.2,0.18032786885245902,0.12857142857142856,0.08571428571428572,0.0967741935483871,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0
"['""1""', '""5""', '""10""', '""CrazyBonus""']",0.3386960203217612,0.2716049382716049,0.23115577889447236,0.20535714285714285,0.14705882352941177,0.1111111111111111,0.125,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0
"['""2""', '""5""', '""10""', '""CrazyBonus""']",0.36370967741935484,0.2857142857142857,0.215962441314554,0.19672131147540983,0.15714285714285714,0.10810810810810811,0.12121212121212122,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
"['""1""', '""2""', '""CoinFlip""', '""CrazyBonus""']",0.3236009732360097,0.27979274611398963,0.21524663677130046,0.18543046357615894,0.16,0.1111111111111111,0.1282051282051282,0.08823529411764706,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
"['""1""', '""5""', '""CoinFlip""', '""CrazyBonus""']",0.3506815365551425,0.2948717948717949,0.23963133640552994,0.20567375886524822,0.17346938775510204,0.10869565217391304,0.125,0.08823529411764706,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
"['""2""', '""5""', '""CoinFlip""', '""CrazyBonus""']",0.3464203233256351,0.30528846153846156,0.22510822510822512,0.19205298013245034,0.16,0.10638297872340426,0.12195121951219512,0.08571428571428572,0.07407407407407407,0.0,0.0,0.0,0.0,0.0
"['""1""', '""10""', '""CoinFlip""', '""CrazyBonus""']",0.3825966850828729,0.29336734693877553,0.24369747899159663,0.2236842105263158,0.1782178217821782,0.14,0.13636363636363635,0.11428571428571428,0.07407407407407407,0.0,0.0,0.0,0.0,0.0
"['""2""', '""10""', '""CoinFlip""', '""CrazyBonus""']",0.39747843397478433,0.3157894736842105,0.23015873015873015,0.20987654320987653,0.17475728155339806,0.13725490196078433,0.15555555555555556,0.1388888888888889,0.10714285714285714,0.0,0.0,0.0,0.0,0.0
"['""5""', '""10""', '""CoinFlip""', '""CrazyBonus""']",0.4081769436997319,0.3246445497630332,0.25609756097560976,0.23026315789473684,0.18811881188118812,0.1346153846153846,0.15217391304347827,0.1388888888888889,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
"['""1""', '""2""', '""Pachinko""', '""CrazyBonus""']",0.30758426966292135,0.26941747572815533,0.2217573221757322,0.22435897435897437,0.16842105263157894,0.1509433962264151,0.15217391304347827,0.1,0.06060606060606061,0.034482758620689655,0.0,0.0,0.0,0.0
"['""1""', '""5""', '""Pachinko""', '""CrazyBonus""']",0.3098995695839311,0.2764423076923077,0.22746781115879827,0.2191780821917808,0.1827956989247312,0.18518518518518517,0.1702127659574468,0.1,0.06060606060606061,0.034482758620689655,0.0,0.0,0.0,0.0
"['""2""', '""5""', '""Pachinko""', '""CrazyBonus""']",0.32275132275132273,0.2873303167420814,0.22672064777327935,0.21153846153846154,0.17894736842105263,0.18181818181818182,0.16666666666666666,0.0975609756097561,0.058823529411764705,0.03333333333333333,0.0,0.0,0.0,0.0
"['""1""', '""10""', '""Pachinko""', '""CrazyBonus""']",0.3684603886397608,0.2942583732057416,0.24015748031496062,0.2484076433121019,0.19791666666666666,0.1724137931034483,0.17647058823529413,0.12195121951219512,0.058823529411764705,0.03333333333333333,0.0,0.0,0.0,0.0
"['""2""', '""10""', '""Pachinko""', '""CrazyBonus""']",0.3858267716535433,0.3108108108108108,0.2537313432835821,0.24550898203592814,0.19387755102040816,0.1694915254237288,0.17307692307692307,0.11904761904761904,0.05714285714285714,0.03225806451612903,0.0,0.0,0.0,0.0
"['""5""', '""10""', '""Pachinko""', '""CrazyBonus""']",0.39001447178002896,0.31919642857142855,0.2748091603053435,0.25477707006369427,0.21875,0.21666666666666667,0.20754716981132076,0.14285714285714285,0.05714285714285714,0.03225806451612903,0.0,0.0,0.0,0.0
"['""1""', '""CoinFlip""', '""Pachinko""', '""CrazyBonus""']",0.3724066390041494,0.3285123966942149,0.2647058823529412,0.25806451612903225,0.2222222222222222,0.17647058823529413,0.1694915254237288,0.15384615384615385,0.11627906976744186,0.05263157894736842,0.0,0.0,0.0,0.0
"['""2""', '""CoinFlip""', '""Pachinko""', '""CrazyBonus""']",0.37927663734115347,0.34705882352941175,0.26223776223776224,0.25510204081632654,0.2109375,0.17391304347826086,0.16666666666666666,0.1509433962264151,0.11363636363636363,0.07692307692307693,0.0,0.0,0.0,0.0
"['""5""', '""CoinFlip""', '""Pachinko""', '""CrazyBonus""']",0.38492063492063494,0.34824902723735407,0.2785714285714286,0.25806451612903225,0.23015873015873015,0.2,0.18032786885245902,0.1509433962264151,0.13636363636363635,0.10256410256410256,0.05555555555555555,0.0,0.0,0.0
"['""10""', '""CoinFlip""', '""Pachinko""', '""CrazyBonus""']",0.4317768344451183,0.3546511627906977,0.2857142857142857,0.27918781725888325,0.24806201550387597,0.1891891891891892,0.18461538461538463,0.16666666666666666,0.1111111111111111,0.05,0.0,0.0,0.0,0.0
"['""1""', '""2""', '""CashHunt""', '""CrazyBonus""']",0.3491686460807601,0.33578792341678937,0.24056603773584906,0.23809523809523808,0.18681318681318682,0.18518518518518517,0.11627906976744186,0.05555555555555555,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
"['""1""', '""5""', '""CashHunt""', '""CrazyBonus""']",0.37605804111245467,0.35724743777452417,0.2815533980582524,0.27007299270072993,0.20224719101123595,0.18181818181818182,0.11363636363636363,0.08333333333333333,0.07142857142857142,0.05555555555555555,0.06666666666666667,0.07142857142857142,0.08333333333333333,0.0
"['""2""', '""5""', '""CashHunt""', '""CrazyBonus""']",0.38261851015801357,0.3695345557122708,0.2772727272727273,0.272108843537415,0.2087912087912088,0.23214285714285715,0.15555555555555556,0.10810810810810811,0.06896551724137931,0.05263157894736842,0.06666666666666667,0.07142857142857142,0.08333333333333333,0.0
"['""1""', '""10""', '""CashHunt""', '""CrazyBonus""']",0.391008174386921,0.3635036496350365,0.2687224669603524,0.2702702702702703,0.21739130434782608,0.1864406779661017,0.125,0.10810810810810811,0.06896551724137931,0.05263157894736842,0.07142857142857142,0.07692307692307693,0.08333333333333333,0.0
"['""2""', '""10""', '""CashHunt""', '""CrazyBonus""']",0.40929927963326784,0.37412095639943743,0.27800829875518673,0.25316455696202533,0.18085106382978725,0.18333333333333332,0.12244897959183673,0.10526315789473684,0.06666666666666667,0.05,0.07142857142857142,0.07692307692307693,0.08333333333333333,0.0
"['""5""', '""10""', '""CashHunt""', '""CrazyBonus""']",0.4246031746031746,0.3916083916083916,0.3404255319148936,0.31756756756756754,0.22826086956521738,0.2459016393442623,0.18,0.15789473684210525,0.06666666666666667,0.05,0.06666666666666667,0.07142857142857142,0.08333333333333333,0.0
"['""1""', '""CoinFlip""', '""CashHunt""', '""CrazyBonus""']",0.40950639853747717,0.37683089214380827,0.2938775510204082,0.2711864406779661,0.22950819672131148,0.2318840579710145,0.19642857142857142,0.16666666666666666,0.15789473684210525,0.07407407407407407,0.06666666666666667,0.07142857142857142,0.07692307692307693,0.0
"['""2""', '""CoinFlip""', '""CashHunt""', '""CrazyBonus""']",0.409366869037294,0.3886743886743887,0.29343629343629346,0.26737967914438504,0.21774193548387097,0.2571428571428571,0.22807017543859648,0.1836734693877551,0.1794871794871795,0.10714285714285714,0.06666666666666667,0.07142857142857142,0.07692307692307693,0.0
"['""5""', '""CoinFlip""', '""CashHunt""', '""CrazyBonus""']",0.437609841827768,0.41101152368758004,0.31620553359683795,0.288135593220339,0.22131147540983606,0.22535211267605634,0.1896551724137931,0.16326530612244897,0.15384615384615385,0.07142857142857142,0.0625,0.06666666666666667,0.07692307692307693,0.0
"['""10""', '""CoinFlip""', '""CashHunt""', '""CrazyBonus""']",0.4564362001124227,0.4074074074074074,0.3175182481751825,0.30319148936170215,0.248,0.25333333333333335,0.22580645161290322,0.2,0.2,0.06896551724137931,0.06666666666666667,0.07142857142857142,0.07692307692307693,0.0
"['""1""', '""Pachinko""', '""CashHunt""', '""CrazyBonus""']",0.40447154471544716,0.37966537966537967,0.29118773946360155,0.3021978021978022,0.2564102564102564,0.2597402597402597,0.2222222222222222,0.18518518518518517,0.15555555555555556,0.14285714285714285,0.09090909090909091,0.09523809523809523,0.1111111111111111,0.13333333333333333
"['""2""', '""Pachinko""', '""CashHunt""', '""CrazyBonus""']",0.41514860977948226,0.39103362391033625,0.2872727272727273,0.3020833333333333,0.25210084033613445,0.2692307692307692,0.234375,0.2,0.15217391304347827,0.1111111111111111,0.09090909090909091,0.09523809523809523,0.1111111111111111,0.13333333333333333
"['""5""', '""Pachinko""', '""CashHunt""', '""CrazyBonus""']",0.43093385214007784,0.41263940520446096,0.30855018587360594,0.3076923076923077,0.28205128205128205,0.27848101265822783,0.23076923076923078,0.21818181818181817,0.21739130434782608,0.16666666666666666,0.13043478260869565,0.13636363636363635,0.16666666666666666,0.13333333333333333
"['""10""', '""Pachinko""', '""CashHunt""', '""CrazyBonus""']",0.44937088076692633,0.4103831891223733,0.31724137931034485,0.32642487046632124,0.275,0.26506024096385544,0.21739130434782608,0.19642857142857142,0.2127659574468085,0.16216216216216217,0.13636363636363635,0.14285714285714285,0.16666666666666666,0.13333333333333333
"['""CoinFlip""', '""Pachinko""', '""CashHunt""', '""CrazyBonus""']",0.461003861003861,0.4308571428571429,0.3409090909090909,0.32882882882882886,0.28,0.27956989247311825,0.24675324675324675,0.22388059701492538,0.21428571428571427,0.17777777777777778,0.13043478260869565,0.13636363636363635,0.15789473684210525,0.125
